City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
220,thayetmyo,19.3167,95.1833,86.16,33,99,2.57,MM,1744217066
221,berbera,10.4396,45.0143,81.19,68,2,2.93,SO,1744217066
222,sandnessjoen,66.0217,12.6316,33.91,64,75,6.91,NO,1744217067
223,kutum,14.2,24.6667,91.81,16,66,1.43,SD,1744217067
224,atbasar,51.8,68.3333,53.8,68,14,8.34,KZ,1744217067
225,katabu,-4.9333,122.5167,75.88,95,100,1.92,ID,1744217067
226,port lincoln,-34.7333,135.8667,68.38,56,25,9.78,AU,1744217014
227,bafq,31.6128,55.4107,80.02,17,0,9.55,IR,1744217067
228,nova sintra,14.8667,-24.7167,71.2,86,21,17.09,CV,1744217011
229,ebon,4.582,168.6964,81.0,82,26,15.28,MH,1744217000
230,la passe,45.5549,-0.8967,62.6,63,51,13.04,FR,1744217007
231,vadso,70.0744,29.7487,19.56,86,20,23.02,NO,1744217012
232,conde,-7.2597,-34.9075,87.26,66,40,9.22,BR,1744217068
233,hadibu,12.65,54.0333,81.7,66,59,3.22,YE,1744216996
234,buta,2.7858,24.73,78.26,72,86,3.74,CD,1744217068
235,labytnangi,66.6572,66.4183,18.41,90,100,13.98,RU,1744217023
236,geraldton,-28.7667,114.6,68.41,73,0,16.11,AU,1744217020
237,porto novo,6.4965,2.6036,85.82,69,99,10.94,BJ,1744217007
238,ballina,-28.8667,153.5667,62.62,85,30,4.16,AU,1744217068
239,howard springs,-12.497,131.047,80.51,100,100,4.94,AU,1744217009
240,kayangel,8.0823,134.7173,81.25,82,85,14.16,PW,1744216998
241,ilebo,-4.3167,20.5833,81.23,71,100,0.76,CD,1744217068
242,weiser,44.251,-116.9693,56.32,67,80,1.57,US,1744217069
243,fort-shevchenko,44.5086,50.263,50.52,71,99,17.4,KZ,1744217069
244,nabire,-3.3667,135.4833,75.99,91,100,1.66,ID,1744217069
245,ghanzi,-21.5667,21.7833,77.52,53,67,7.2,BW,1744217069
246,ipoh,4.5841,101.0829,78.71,88,20,2.3,MY,1744217069
247,nyurba,63.2842,118.3319,-8.46,100,69,1.68,RU,1744216989
248,san jose del guaviare,2.5729,-72.6459,86.68,64,100,2.59,CO,1744217069
249,trancas,-26.2314,-65.2803,73.72,39,0,5.97,AR,1744217070
250,saint-philippe,-21.3585,55.7679,80.46,82,59,0.96,RE,1744216997
251,inhambane,-23.865,35.3833,84.18,83,40,9.22,MZ,1744217070
252,gushu,31.5598,118.4829,68.47,69,100,3.0,CN,1744217070
253,dryden,49.7833,-92.7503,37.69,41,0,12.66,CA,1744217028
254,mata-utu,-13.2816,-176.1745,83.79,71,100,9.6,WF,1744217010
255,tofol,5.3248,163.0078,81.88,79,65,13.73,FM,1744217000
256,kingston,17.997,-76.7936,88.16,62,20,10.36,JM,1744216942
257,guerrero negro,27.9769,-114.0611,68.7,58,0,7.78,MX,1744217005
258,puerto lopez,4.0845,-72.956,85.24,69,94,2.71,CO,1744217071
259,howrah,22.5892,88.3103,84.2,65,16,11.5,IN,1744217005
260,port mathurin,-19.6833,63.4167,80.58,78,99,13.35,MU,1744216998
261,launceston,-41.45,147.1667,53.24,87,100,9.22,AU,1744217071
262,luganville,-15.5333,167.1667,79.57,86,22,3.78,VU,1744217008
