City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,coahuayana,18.73,-103.68,87.03,52,99,0.78,MX,1607448151
354,naze,28.37,129.48,62.6,93,75,21.92,JP,1607448151
355,buala,-8.14,159.59,79.5,79,83,0.2,SB,1607448151
356,toora-khem,52.47,96.11,5.65,90,100,4.07,RU,1607448151
357,iqaluit,63.75,-68.51,23.0,79,75,10.29,CA,1607448151
358,havoysund,71.0,24.66,33.8,80,40,12.75,NO,1607448152
359,sweetwater,25.76,-80.37,64.0,45,20,12.75,US,1607448152
360,muswellbrook,-32.27,150.9,53.01,67,4,1.36,AU,1607448152
361,phan thiet,10.93,108.1,74.66,88,100,5.06,VN,1607447875
362,maniitsoq,65.42,-52.9,21.92,86,78,2.35,GL,1607448152
363,eyl,7.98,49.82,77.94,71,0,17.69,SO,1607448152
364,torbay,47.67,-52.73,42.01,80,75,4.7,CA,1607448129
365,jaguarari,-10.26,-40.2,90.3,29,14,7.72,BR,1607448152
366,almaznyy,48.04,40.05,23.0,67,20,22.37,RU,1607448153
367,merauke,-8.47,140.33,78.91,87,92,5.21,ID,1607448153
368,yarmouth,41.71,-70.23,35.01,80,90,18.34,US,1607448153
369,iberia,29.95,-91.75,61.0,44,1,5.82,US,1607448153
370,biak,-0.91,122.88,78.76,81,82,2.04,ID,1607448153
371,hanzhong,33.07,107.03,42.03,77,99,1.07,CN,1607448153
372,lamu,-2.27,40.9,82.4,78,1,4.7,KE,1607448154
373,barcelos,41.54,-8.62,51.8,76,20,5.82,PT,1607448041
374,matamoros,25.53,-103.25,57.99,28,71,2.19,MX,1607448154
375,lander,42.83,-108.73,50.0,73,1,0.56,US,1607448154
376,cabo san lucas,22.89,-109.91,75.0,53,40,1.99,MX,1607448154
377,preston,53.77,-2.72,46.4,87,40,6.93,GB,1607447964
378,mehran,33.12,46.16,41.0,75,0,2.24,IR,1607448154
379,soyo,-6.13,12.37,78.96,80,98,4.63,AO,1607448155
380,margate,51.38,1.39,42.01,98,54,4.88,GB,1607448004
381,bethel,41.37,-73.41,28.99,63,90,13.87,US,1607448155
382,nizhnevartovsk,60.93,76.55,-9.4,83,0,2.24,RU,1607447985
